,Category,Text
1405,SeekingMoreInfo,"Good Afternoon.
Hope you had a great weekend.
Can we have a quick call to discuss?
Looking forward for a response from your side."
1406,ConnectLater,"Thank you for the email. If I need assistance, I may reach out to you."
1407,SeekingMoreInfo,Let me know.
1408,ConnectLater,"At the moment we don‚Äôt required your assistant, whenever in future if we need your services our team will contact you.."
1409,OutOfOffice,I am out of the office this afternoon with limited acces to email. I shall respond to your message when I return to work on Monday.
1410,OutOfOffice,Thank you for your email. I am on vacation and will return to work on 4th Jan. Please expect a delay in response.
1411,OutOfOffice,"I am on personal leave and will have limited access to email communications.
Kindly sms or call me in case of urgency and I will respond as soon as possible."
1412,ConnectLater,I will let you know if we have requirements regarding Oil Purification.
1413,OutOfOffice,Our Kolkata office would be closed for holidays on account of Doljatra & Holi on 09th & 10th March 2020.
1414,OutOfOffice,"Thank you for your email.
I am currently out of office on account of the festival Holi and will return March 11. Please excuse any delays in responding."
1415,Unsubscribed,"We are currently not outsourcing our hiring requirements. I will let you know once we start.
Meanwhile, request you to unsubscribe me from your mailing list."
1416,SeekingMoreInfo,"Kindly send on details requested on email first .
Then we can discuss further."
1417,OutOfOffice,"Thank you for your email!
I am on leave until Dec 8, 2020, please expect a delay in my response."
1418,Deactivated,We don't outsource our hiring.
1419,OutOfOffice,Thank you for your message. I am out of the office celebrating the holidays with family and friends down the coast. So grateful we are able to do so & my thought are with those who cannot do the same.
1420,OutOfOffice,"ÔªøThank you for your email. I am currently out of the office with limited access to email. I'll respond to your message as soon as possible.
Kind Regards,
Vijay"
1421,OutOfOffice,I am on vacation. I will return to the office 8th April 2020. In case of urgent inquiries pls approach the GLOBE project office ext -2125.
1422,Deactivated,"Thanks for your interest in VMware.
Not sure if I responded to you earlier. We are not expanding our portfolio of recruiting partners."
1423,SeekingMoreInfo,"Thanks for contacting venpa staffing services, please send your updated profile to jobs@venpastaffing.com. Our HR team will reach you once your profile shortlisted."
1424,SeekingMoreInfo,"Ashwini, will you be going ahead with this?"
1425,SeekingMoreInfo,"Since my domain is natural gas pipeline operations , hence oil purification is of not much use to me as of now.
However I will be willing to discuss about similar requirements of Natural Gas industry.
Currently we are looking for auto drainage systems in natural gas filtering."
1426,OutOfOffice,I am currently out of the office.
1427,Deactivated,"Knowing how hard it is to get a message out there, I do appreciate your efforts to connect, so I thought I would respond. Unfortunately, I am not the right person to connect with and not sure whom to send you too. You may be wasting your effort here. Hanks you for your interest in FootBridge, sorry I wasn‚Äôt more help. Have a great weekend."
1428,Deactivated,"thanks a lot.
Currently we have no employment plans for the Middle East."
1429,OutOfOffice,I am currently on leave and am unavailable to respond to emails.
1430,AgreedToMeet,Thank you
1431,OutOfOffice,Im out of the office until Monday 14th December and will have limited access to email.
1432,ConnectLater,"For the moment we are not interested. As we are not using the above services for now.
But if there are future opportunities, I would direct you to the person in charge."
1433,OutOfOffice,"Thank you for your email. Omeda‚Äôs offices will be closed on Friday, May 8th for a company-wide personal wellness day. If there are any critical, operational issues that need immediate attention and cannot wait until Monday, May 11th please contact criticalsupport@omeda.com<mailto:criticalsupport@omeda.com>. Otherwise I will get back to you on Monday, May 11th. Thank you!"
1434,SeekingMoreInfo,"May I look at a sample of your latest price indexes so that I may evaluate it‚Äôs usefulness for our business.
Thank you,"
1435,ConnectLater,"Many thanks for your email.
Our booking co-ordinators will deal with your request."
1436,Deactivated,No interest at this time.
1437,SeekingMoreInfo,"Do let us know if we can add some value added service from our site like campus recruitment free of cost .
You can hire the screen intern from us free of cost ."
1438,ConnectLater,"Currently am in Saudi Arabia and if I need any clarification or any queries, I approach you sure in the future.
If you are conducting any webinar or training I would like to participate in it am interested to gain some knowledge in the oil analysis field."
1439,AgreedToMeet,"Market is opened.
I am giving you the clear picture.
Hope your understand well.
Warm regards,"
1440,OutOfOffice,"I will be out of the office until Monday, September 14th. Please contact Alisa Keith for assistance. Alisa.Keith @Nucor.com"
1441,SeekingMoreInfo,The timing is suitable for us. Will send you a meeting invite for the same.
1442,OutOfOffice,am out of office ---
1443,OutOfOffice,"I will be out of the office Tuesday, December 1 through Friday, December 4. I will respond to your email as I'm able. Thanks. -Ryan"
1444,OutOfOffice,"Thank you for your email. I‚Äôm currently out of order until further notice. Just kidding. I am travelling back to home. Finally. :)
And will be quarantined for the next 14 days."
1445,OutOfOffice,"I am out of the office until Thursday, September 17th. I will respond to your email upon my return."
1446,Deactivated,Thank you for your offer but we are fine at the moment. Thank you again
1447,ConnectLater,"Hi Richa, let me come back. Thanks for following up."
1448,SeekingMoreInfo,I am interested for optometrist vacancy if you have vacancy for optometrist
1449,OutOfOffice,I am out of the office until mid/late October and will likely not be able reply to any emails until my return.
1450,OutOfOffice,I will be out of office with limited connection. I will answer as soon as I return.
1451,OutOfOffice,"Thank you for your email.
I am currently out of the office on annual leave, returning on Monday 2nd November. Should your query be urgent, please contact my assistant Naomi Marsh on naomi.marsh@macquarie.com."
1452,OutOfOffice,"I'm currently out of the office for the christmas holidays until the 3rd January. For urgent queries please contact marketing-uk@uk.clara.net<mailto:marketing-uk@uk.clara.net>.
Have a great Christmas and New Year, speak to you in 2020.
Rachel"
1453,OutOfOffice,"I am currently on short leave with limited access to my emails.
P.S. Kindly ensure to copy me on all your mails in relation to the above."
1454,SeekingMoreInfo,"Thanks for a super-fast response and connecting us to your colleagues.
Please share your direct contact details so that we can connect quickly."
1455,Deactivated,"Thank you for reaching out to us. We are all set with our developer needs.
Best wishes and stay safe."
1456,ConnectLater,"Thank you for your mail. I am sorry I may not be able to reply to you immediately as I may be @ work or travelling off locations.
I would go through your request and reply at the earliest."
1457,OutOfOffice,"I Will be on personal leave today, with no access to emails and limited access to phone. If urgent, send me a text and will try to call back at the earliest."
1458,OutOfOffice,"I'll be out of the office starting Monday, December 21st, returning Wednesday December 30th. Cushing will be closed Thursday 12/24 and Friday 12/25 in observance of the Christmas holiday.
Please reach out to my team...."
1459,SeekingMoreInfo,Yes pls would want to understand more
1460,Unsubscribed,Please stop sending such mails.
